	set1_id	set1_country	set1_city	set2_id	set2_country	set2_city	set1_orgname_with_city	set2_orgname_with_city	set1_tokens	set2_tokens	similarity	id_match
539	60086106	Poland	Warsaw	60088499	Poland	Warsaw	Wydział Biologii Uniwersytetu Warszawskiego, Warsaw	Wydział Biologii, Uniwersytetu Warszawskiego, Warsaw	wydzia|biologii|uniwersytetu|warszawskiego|warsaw	wydzia|biologii|uniwersytetu|warszawskiego|warsaw	1.0	False
540	60088499	Poland	Warsaw	60086106	Poland	Warsaw	Wydział Biologii, Uniwersytetu Warszawskiego, Warsaw	Wydział Biologii Uniwersytetu Warszawskiego, Warsaw	wydzia|biologii|uniwersytetu|warszawskiego|warsaw	wydzia|biologii|uniwersytetu|warszawskiego|warsaw	1.0	False
541	60090106	Taiwan	Tainan	60274278	Taiwan	Tainan	CTBC Business School, Tainan	CTBC Business School, Tainan	ctbc|business|school|tainan	ctbc|business|school|tainan	1.0	False
542	60098319	United States	San Jose	60299548	United States	San Jose	PayPal, San Jose	PayPal, Inc., San Jose	paypal|san|jose	paypal|san|jose	1.0	False
543	60100747	United States	Springfield	60007080	United States	Springfield	St. John's Hospital, Springfield	St. John's Hospital, Springfield	st|john|s|hospital|springfield	st|john|s|hospital|springfield	1.0	False
544	60087906	Germany	Jena	60303980	Germany	Jena	JENOPTIK AG, Jena	Jenoptik AG, Jena	jenoptik|ag|jena	jenoptik|ag|jena	1.0	False
545	60029533	Saudi Arabia	Riyadh	60231076	Saudi Arabia	Riyadh	College of Medicine, Riyadh	College of Medicine, Riyadh	college|medicine|riyadh	college|medicine|riyadh	1.0	False
546	60029533	Saudi Arabia	Riyadh	60218948	Saudi Arabia	Riyadh	College of Medicine, Riyadh	College of Medicine-Riyadh, Riyadh	college|medicine|riyadh	college|medicine|riyadh|riyadh	1.0	False
547	60019904	France	Palaiseau	60288614	France	Palaiseau	École Nationale Supérieure de Techniques Avancées, Palaiseau	École Nationale Supérieure de Techniques Avancées, Palaiseau	cole|nationale|sup|rieure|de|techniques|avanc|es|palaiseau	cole|nationale|sup|rieure|de|techniques|avanc|es|palaiseau	1.0	False
548	60031513	Japan	Tsukuba	60010471	Japan	Tsukuba	National Institute of Agrobiological Resources, Tsukuba	National Institute of Agrobiological Resources, Tsukuba	national|institute|agrobiological|resources|tsukuba	national|institute|agrobiological|resources|tsukuba	1.0	False
549	60023832	Japan	Tokyo	60032544	Japan	Tokyo	National Hospital Medical Center, Tokyo	National Hospital Tokyo Medical Center, Tokyo	national|hospital|medical|center|tokyo	national|hospital|tokyo|medical|center|tokyo	1.0	False
550	60019904	France	Palaiseau	60288614	France	Palaiseau	National School of Advanced Techniques, Palaiseau	National School of Advanced Techniques, Palaiseau	national|school|advanced|techniques|palaiseau	national|school|advanced|techniques|palaiseau	1.0	False
551	60021209	United States	Albany	60160819	United States	Albany	National Energy Technology Laboratory, Albany, Albany	National Energy Technology Laboratory, Albany	national|energy|technology|laboratory|albany|albany	national|energy|technology|laboratory|albany	1.0	False
552	60030300	Sweden	Stockholm	60111257	Sweden	Stockholm	Sophiahemmet Queen Sophia Hospital Sweden, Stockholm	Sophiahemmet Queen Sophia Hospital Sweden, Stockholm	sophiahemmet|queen|sophia|hospital|sweden|stockholm	sophiahemmet|queen|sophia|hospital|sweden|stockholm	1.0	False
553	60020436	Egypt	Cairo	60015323	Egypt	Cairo	Faculty of Medicine, Cairo	Faculty of Medicine, Cairo	faculty|medicine|cairo	faculty|medicine|cairo	1.0	False
554	60020436	Egypt	Cairo	60274270	Egypt	Cairo	Faculty of Medicine, Cairo	Faculty of Medicine, Cairo	faculty|medicine|cairo	faculty|medicine|cairo	1.0	False
555	60020436	Egypt	Cairo	60024697	Egypt	Cairo	Faculty of Medicine, Cairo	Faculty of Medicine, Cairo	faculty|medicine|cairo	faculty|medicine|cairo	1.0	False
556	60016246	Egypt	Alexandria	60273047	Egypt	Alexandria	Faculty of Pharmacy, Alexandria	Faculty of Pharmacy, Alexandria	faculty|pharmacy|alexandria	faculty|pharmacy|alexandria	1.0	False
557	60024697	Egypt	Cairo	60015323	Egypt	Cairo	Faculty of Medicine, Cairo	Faculty of Medicine, Cairo	faculty|medicine|cairo	faculty|medicine|cairo	1.0	False
558	60024697	Egypt	Cairo	60274270	Egypt	Cairo	Faculty of Medicine, Cairo	Faculty of Medicine, Cairo	faculty|medicine|cairo	faculty|medicine|cairo	1.0	False
559	60024697	Egypt	Cairo	60020436	Egypt	Cairo	Faculty of Medicine, Cairo	Faculty of Medicine, Cairo	faculty|medicine|cairo	faculty|medicine|cairo	1.0	False
560	60018219	Iran	Tehran	60013786	Iran	Tehran	Infectious Diseases and Tropical Medicine Research Center Joundishapour, Tehran	Infectious Diseases and Tropical Medicine Research Center Joundishapour, Tehran	infectious|diseases|tropical|medicine|research|center|joundishapour|tehran	infectious|diseases|tropical|medicine|research|center|joundishapour|tehran	1.0	False
561	60018670	United States	Cranbury	60307965	United States	Cranbury	Princeton Lightwave, Inc., Cranbury	Princeton Lightwave Inc, Cranbury	princeton|lightwave|cranbury	princeton|lightwave|cranbury	1.0	False
562	60022958	Sweden	Sundsvall	60106597	Sweden	Sundsvall	Mid Sweden University, Sundsvall	Mid Sweden University, Sundsvall, Sundsvall	mid|sweden|university|sundsvall	mid|sweden|university|sundsvall|sundsvall	1.0	False
563	60028507	United States	Ipswich	60297599	United States	Ipswich	New England Biolabs, Ipswich	New England Biolabs, Inc., Ipswich	new|england|biolabs|ipswich	new|england|biolabs|ipswich	1.0	False
564	60029867	United States	Chicago	60009535	United States	Chicago	Roosevelt University Chicago, Chicago	Roosevelt University, Chicago	roosevelt|university|chicago|chicago	roosevelt|university|chicago	1.0	False
565	60021121	United States	Bloomington	60138445	United States	Bloomington	Indiana University Bloomington, Bloomington	Indiana University, Bloomington	indiana|university|bloomington|bloomington	indiana|university|bloomington	1.0	False
566	60026461	United States	Bremerton	60091808	United States	Bremerton	Diagnostic Specialties Laboratory - Bremerton, Bremerton	Diagnostic Specialties Laboratory, Inc., Bremerton	diagnostic|specialties|laboratory|bremerton|bremerton	diagnostic|specialties|laboratory|bremerton	1.0	False
567	60031142	Spain	Cordoba	60032936	Argentina	Cordoba	Hospital Universitario Reina Sofia, Cordoba	Hospital Universitario Reina Sofia, Cordoba, Cordoba	hospital|universitario|reina|sofia|cordoba	hospital|universitario|reina|sofia|cordoba|cordoba	1.0	False
568	60016890	Spain	Madrid	60013823	Spain	Madrid	Hospital Materno-Infantil, Madrid	Hospital Materno Infantil, Madrid	hospital|materno|infantil|madrid	hospital|materno|infantil|madrid	1.0	False
569	60028902	Spain	Madrid	60068653	Spain	Madrid	Instituto de Plasticos y Caucho, Madrid	Instituto de Plasticos y Caucho, Madrid	instituto|de|plasticos|y|caucho|madrid	instituto|de|plasticos|y|caucho|madrid	1.0	False
570	60028902	Spain	Madrid	60068653	Spain	Madrid	Instituto de Ciencia y Tecnología de Polímeros, Madrid	Instituto de Ciencia y Tecnología de Polímeros, Madrid	instituto|de|ciencia|y|tecnolog|de|pol|meros|madrid	instituto|de|ciencia|y|tecnolog|de|pol|meros|madrid	1.0	False
571	60026540	Not Define (xd)		60017421	Not Define (xd)		Institute of Molecular Genetics, 	Institute for Molecular Genetics, 	institute|molecular|genetics	institute|molecular|genetics	1.0	False
572	60017421	Not Define (xd)		60026540	Not Define (xd)		Institute for Molecular Genetics, 	Institute of Molecular Genetics, 	institute|molecular|genetics	institute|molecular|genetics	1.0	False
573	60023967	Not Define (xd)		60009820	Not Define (xd)		Institute for Protein Research, 	Institute of Protein Research, 	institute|protein|research	institute|protein|research	1.0	False
574	60022266	Not Define (xd)		60014779	Not Define (xd)		Institute for Immunology, 	Institute of Immunology, 	institute|immunology	institute|immunology	1.0	False
575	60019347	United States	San Antonio	60003064	United States	San Antonio	Institute for Drug Development, San Antonio	Institute for Drug Development San Antonio, San Antonio	institute|drug|development|san|antonio	institute|drug|development|san|antonio|san|antonio	1.0	False
576	60021054	Germany	Dortmund	60267653	Germany	Dortmund	International School of Management ISM Dortmund, Dortmund	International School of Management (ISM), Dortmund	international|school|management|ism|dortmund|dortmund	international|school|management|ism|dortmund	1.0	False
577	60021054	Germany	Dortmund	60267653	Germany	Dortmund	International School of Management ISM, Dortmund, Dortmund	International School of Management (ISM), Dortmund	international|school|management|ism|dortmund|dortmund	international|school|management|ism|dortmund	1.0	False
578	60021778	Italy	Bari	60113709	Austria	Bari	Istituto Di Genetica Vegetale, Bari, Bari	Istituto di Genetica Vegetale, Bari, Bari	istituto|di|genetica|vegetale|bari|bari	istituto|di|genetica|vegetale|bari|bari	1.0	False
579	60016890	Spain	Madrid	60013823	Spain	Madrid	Maternal and child Hospital, Madrid	Maternal and child Hospital, Madrid	maternal|child|hospital|madrid	maternal|child|hospital|madrid	1.0	False
580	60028414	United States	Waltham	60313210	United States	Waltham	GelTex Pharmaceuticals, Inc., Waltham	GelTex Pharmaceuticals Inc., Waltham	geltex|pharmaceuticals|waltham	geltex|pharmaceuticals|waltham	1.0	False
581	60022458	India	Chandigarh	60117303	India	Chandigarh	PEC University of Technology, Chandigarh	PEC University of Technology, Chandigarh	pec|university|technology|chandigarh	pec|university|technology|chandigarh	1.0	False
582	60025926	Canada	Edmonton	60117268	Canada	Edmonton	Grant MacEwan College, Edmonton	Grant MacEwan College, Edmonton	grant|macewan|college|edmonton	grant|macewan|college|edmonton	1.0	False
583	60028150	Not Define (xd)		60009695	Not Define (xd)		Graduate School of Science and Engineering, 	Graduate School of Engineering Science, 	graduate|school|science|engineering	graduate|school|engineering|science	1.0	False
584	60023383	Chile	Santiago	60012464	Chile	Santiago	Universidad de Santiago de Chile, Santiago	Universidad de Chile, Santiago	universidad|de|santiago|de|chile|santiago	universidad|de|chile|santiago	1.0	False
585	60023383	Chile	Santiago	60012464	Chile	Santiago	University of Santiago, Chile, Santiago	University of Chile, Santiago	university|santiago|chile|santiago	university|chile|santiago	1.0	False
586	60017053	United States	Missoula	60022355	United States	Missoula	University of Montana Missoula, Missoula	University of Montana, Missoula	university|montana|missoula|missoula	university|montana|missoula	1.0	False
587	60023195	Chile	Concepcion	60012683	Chile	Concepcion	Universidad del Bio Bio, Concepcion	Universidad del Bio Bio, Concepcion, Concepcion	universidad|del|bio|bio|concepcion	universidad|del|bio|bio|concepcion|concepcion	1.0	False
588	60029954	Chile	Osorno	60007572	Chile	Osorno	Universidad de Los Lagos, Osorno, Osorno	Universidad de Los Lagos, Osorno	universidad|de|los|lagos|osorno|osorno	universidad|de|los|lagos|osorno	1.0	False
589	60031233	United States	Atlanta	60304214	United States	Atlanta	United Parcel Service, Atlanta	United Parcel Service Inc, Atlanta	united|parcel|service|atlanta	united|parcel|service|atlanta	1.0	False
590	60022355	United States	Missoula	60017053	United States	Missoula	University of Montana, Missoula	University of Montana Missoula, Missoula	university|montana|missoula	university|montana|missoula|missoula	1.0	False
591	60021025	United States	Providence	60136555	United States	Providence	Providence VA Medical Center, Providence	Providence VA Medical Center, Providence	providence|va|medical|center|providence	providence|va|medical|center|providence	1.0	False
592	60028498	Germany	Berlin	60279372	Germany	Berlin	Berlin University of Applied Sciences, Berlin	Berlin University of Applied Sciences, Berlin	berlin|university|applied|sciences|berlin	berlin|university|applied|sciences|berlin	1.0	False
593	60022692	Greece	Arta	60082437	Greece	Arta	Technological Educational Institute of Epirus, Arta	Technological Educational Institute of Epirus, Arta	technological|educational|institute|epirus|arta	technological|educational|institute|epirus|arta	1.0	False
594	60030997	United States	Rindge	60010765	United States	Rindge	Franklin Pierce College, Rindge	Franklin Pierce College Rindge, Rindge	franklin|pierce|college|rindge	franklin|pierce|college|rindge|rindge	1.0	False
595	60022340	United States	Princeton	60315126	United States	Princeton	David Sarnoff Research Center, Princeton	David Sarnoff Research Center, Inc., Princeton	david|sarnoff|research|center|princeton	david|sarnoff|research|center|princeton	1.0	False
596	60023439	United States	Reno	60003678	United States	Reno	Desert Research Institute, Reno	Desert Research Institute Reno, Reno	desert|research|institute|reno	desert|research|institute|reno|reno	1.0	False
597	60029378	United States	Long Beach	60033080	United States	Long Beach	Cal State Long Beach, Long Beach	Cal State, Long Beach	cal|state|long|beach|long|beach	cal|state|long|beach	1.0	False
598	60019291	United States	Rochester Hills	60312817	United States	Rochester Hills	Energy Conversion Devices Inc, Rochester Hills	Energy Conversion Devices, Inc., Rochester Hills	energy|conversion|devices|rochester|hills	energy|conversion|devices|rochester|hills	1.0	False
599	60024780	United States	Santa Clara	60304371	United States	Santa Clara	Agilent Technologies, Santa Clara	Agilent Technologies, Inc., Santa Clara	agilent|technologies|santa|clara	agilent|technologies|santa|clara	1.0	False
600	60023149	Germany	Riedstadt	60027097	Germany	Riedstadt	Zentrum für Soziale Psychiatrie PhilippsHospital Riedstadt, Riedstadt	Zentrum für Soziale Psychiatrie PhilippsHospital, Riedstadt	zentrum|f|r|soziale|psychiatrie|philippshospital|riedstadt|riedstadt	zentrum|f|r|soziale|psychiatrie|philippshospital|riedstadt	1.0	False
601	60027097	Germany	Riedstadt	60023149	Germany	Riedstadt	Zentrum für Soziale Psychiatrie PhilippsHospital, Riedstadt	Zentrum für Soziale Psychiatrie PhilippsHospital Riedstadt, Riedstadt	zentrum|f|r|soziale|psychiatrie|philippshospital|riedstadt	zentrum|f|r|soziale|psychiatrie|philippshospital|riedstadt|riedstadt	1.0	False
602	60028025	Japan	Tokyo	60301599	Japan	Tokyo	Asahi Breweries, Ltd., Tokyo	Asahi Breweries, Tokyo	asahi|breweries|tokyo	asahi|breweries|tokyo	1.0	False
603	60028025	Japan	Tokyo	60301599	Japan	Tokyo	Asahi Breweries Ltd., Tokyo	Asahi Breweries, Tokyo	asahi|breweries|tokyo	asahi|breweries|tokyo	1.0	False
604	60031785	Japan	Tokyo	60295772	Japan	Tokyo	Asahi Glass, Tokyo	Asahi Glass Co., Ltd., Tokyo	asahi|glass|tokyo	asahi|glass|tokyo	1.0	False
605	60027633	United States	McMinnville	60012675	United States	McMinnville	Linfield College McMinnville, McMinnville	Linfield College, McMinnville	linfield|college|mcminnville|mcminnville	linfield|college|mcminnville	1.0	False
606	60019559	Ireland	Dublin	60216192	Ireland	Dublin	School of Medicine, Dublin	School of Medicine, Dublin	school|medicine|dublin	school|medicine|dublin	1.0	False
607	60030444	United States	Ogden	60022502	United States	Ogden	Weber State University Ogden, Ogden	Weber State University, Ogden	weber|state|university|ogden|ogden	weber|state|university|ogden	1.0	False
608	60022502	United States	Ogden	60030444	United States	Ogden	Weber State University, Ogden	Weber State University Ogden, Ogden	weber|state|university|ogden	weber|state|university|ogden|ogden	1.0	False
609	60025392	Iran	Tehran	60007790	Iran	Tehran	School of Medicine, Tehran	School of Medicine, Tehran	school|medicine|tehran	school|medicine|tehran	1.0	False
610	60024767	France	Toulouse	60210993	France	Toulouse	Centre d'Etudes Spatiales de la Biosphère, Toulouse	Centre d'Etudes Spatiales de la Biosphère, Toulouse	centre|d|etudes|spatiales|de|la|biosph|re|toulouse	centre|d|etudes|spatiales|de|la|biosph|re|toulouse	1.0	False
611	60026146	India	Visakhapatnam	60117282	India	Visakhapatnam	GITAM University, Visakhapatnam	GITAM university, Visakhapatnam	gitam|university|visakhapatnam	gitam|university|visakhapatnam	1.0	False
612	60029684	United Kingdom	Ipswich	60160778	Australia	Ipswich	Ipswich Hospital, Ipswich	Ipswich Hospital, Ipswich	ipswich|hospital|ipswich	ipswich|hospital|ipswich	1.0	False
613	60021484	United States	Chicago	60138011	United States	Chicago	Department of Medicine, Chicago	Department of Medicine, Chicago	department|medicine|chicago	department|medicine|chicago	1.0	False
614	60021484	United States	Chicago	60027147	United States	Chicago	Department of Medicine, Chicago	Department of Medicine, Chicago	department|medicine|chicago	department|medicine|chicago	1.0	False
615	60016366	Not Define (xd)		60030976	Not Define (xd)		Department of Histology and Embryology, 	Department of Histology Embryology, 	department|histology|embryology	department|histology|embryology	1.0	False
616	60021856	Not Define (xd)		60002444	Not Define (xd)		Department of Microbiology and Molecular Genetics, 	Department of Molecular Genetics and Microbiology, 	department|microbiology|molecular|genetics	department|molecular|genetics|microbiology	1.0	False
617	60023570	United States	Lexington	60029425	United States	Lexington	Department of Plant and Soil Sciences, Lexington	Department of Plant and Soil Sciences, Lexington	department|plant|soil|sciences|lexington	department|plant|soil|sciences|lexington	1.0	False
618	60031665	United States	Columbia	60014772	United States	Columbia	Department of Statistics, Columbia	Department of Statistics, Columbia	department|statistics|columbia	department|statistics|columbia	1.0	False
619	60027147	United States	Chicago	60138011	United States	Chicago	Department of Medicine, Chicago	Department of Medicine, Chicago	department|medicine|chicago	department|medicine|chicago	1.0	False
620	60027147	United States	Chicago	60021484	United States	Chicago	Department of Medicine, Chicago	Department of Medicine, Chicago	department|medicine|chicago	department|medicine|chicago	1.0	False
621	60022516	Not Define (xd)		60008688	Not Define (xd)		Department of Engineering Materials, 	Department of Materials Engineering, 	department|engineering|materials	department|materials|engineering	1.0	False
622	60030976	Not Define (xd)		60016366	Not Define (xd)		Department of Histology Embryology, 	Department of Histology and Embryology, 	department|histology|embryology	department|histology|embryology	1.0	False
623	60023344	United States	Chicago	60013862	United States	Chicago	Department of Pharmacology, Chicago	Department of Pharmacology, Chicago	department|pharmacology|chicago	department|pharmacology|chicago	1.0	False
624	60029425	United States	Lexington	60023570	United States	Lexington	Department of Plant and Soil Sciences, Lexington	Department of Plant and Soil Sciences, Lexington	department|plant|soil|sciences|lexington	department|plant|soil|sciences|lexington	1.0	False
625	60031851	Austria	Vienna	60328630	Austria	Vienna	Research Institute of Molecular Pathology, Vienna, Vienna	Research Institute for Molecular Pathology, Vienna	research|institute|molecular|pathology|vienna|vienna	research|institute|molecular|pathology|vienna	1.0	False
626	60027808	Mexico	Mexicali	60005618	Mexico	Mexicali	Autonomous University of Baja California, Mexicali, Mexicali	Autonomous University of Baja California, Mexicali	autonomous|university|baja|california|mexicali|mexicali	autonomous|university|baja|california|mexicali	1.0	False
627	60019764	China	Beijing	60310463	China	Beijing	China Mobile Communications, Beijing	China Mobile Communications Co., Ltd., Beijing	china|mobile|communications|beijing	china|mobile|communications|beijing	1.0	False
628	60018778	Finland	Helsinki	60300550	Finland	Helsinki	Valio, Helsinki	Valio Ltd, Helsinki	valio|helsinki	valio|helsinki	1.0	False
629	60018778	Finland	Helsinki	60300550	Finland	Helsinki	Valio Ltd., Helsinki	Valio Ltd, Helsinki	valio|helsinki	valio|helsinki	1.0	False
630	60019181	Greece	Heraklion	60069166	Greece	Heraklion	Foundation for Research and Technology-Hellas, Heraklion	Foundation for Research and Technology - Hellas, Heraklion	foundation|research|technology|hellas|heraklion	foundation|research|technology|hellas|heraklion	1.0	False
631	60016277	United States	Dayton	60019228	United States	Dayton	Air Force Research Laboratory - Dayton, Dayton	Air Force Research Laboratory, Dayton	air|force|research|laboratory|dayton|dayton	air|force|research|laboratory|dayton	1.0	False
632	60019228	United States	Dayton	60016277	United States	Dayton	Air Force Research Laboratory, Dayton	Air Force Research Laboratory - Dayton, Dayton	air|force|research|laboratory|dayton	air|force|research|laboratory|dayton|dayton	1.0	False
633	60016429	United States	Knoxville	60015574	United States	Knoxville	UT, Knoxville	UT Knoxville, Knoxville	ut|knoxville	ut|knoxville|knoxville	1.0	False
634	60212089	Taiwan	Taipei	60238182	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
635	60212089	Taiwan	Taipei	60211610	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
636	60212089	Taiwan	Taipei	60211443	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
637	60217037	Egypt	Cairo	60274982	Egypt	Cairo	College of Education, Cairo	College of Education, Cairo	college|education|cairo	college|education|cairo	1.0	False
638	60218948	Saudi Arabia	Riyadh	60231076	Saudi Arabia	Riyadh	College of Medicine-Riyadh, Riyadh	College of Medicine, Riyadh	college|medicine|riyadh|riyadh	college|medicine|riyadh	1.0	False
639	60218948	Saudi Arabia	Riyadh	60029533	Saudi Arabia	Riyadh	College of Medicine-Riyadh, Riyadh	College of Medicine, Riyadh	college|medicine|riyadh|riyadh	college|medicine|riyadh	1.0	False
640	60211443	Taiwan	Taipei	60238182	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
641	60211443	Taiwan	Taipei	60211610	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
642	60211443	Taiwan	Taipei	60212089	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
643	60211610	Taiwan	Taipei	60238182	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
644	60211610	Taiwan	Taipei	60211443	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
645	60211610	Taiwan	Taipei	60212089	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
646	60238182	Taiwan	Taipei	60211610	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
647	60238182	Taiwan	Taipei	60211443	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
648	60238182	Taiwan	Taipei	60212089	Taiwan	Taipei	College of Management, Taipei	College of Management, Taipei	college|management|taipei	college|management|taipei	1.0	False
649	60231076	Saudi Arabia	Riyadh	60218948	Saudi Arabia	Riyadh	College of Medicine, Riyadh	College of Medicine-Riyadh, Riyadh	college|medicine|riyadh	college|medicine|riyadh|riyadh	1.0	False
650	60231076	Saudi Arabia	Riyadh	60029533	Saudi Arabia	Riyadh	College of Medicine, Riyadh	College of Medicine, Riyadh	college|medicine|riyadh	college|medicine|riyadh	1.0	False
651	60217117	Egypt	Cairo	60275990	Egypt	Cairo	College of Nursing, Cairo	College of Nursing, Cairo	college|nursing|cairo	college|nursing|cairo	1.0	False
652	60241529	Sweden	Orebro	60221948	Sweden	Orebro	Faculty of Business, Science and Engineering, Orebro	Faculty of Business, Science and Engineering, Orebro	faculty|business|science|engineering|orebro	faculty|business|science|engineering|orebro	1.0	False
653	60218499	Egypt	Beni Suef	60274070	Egypt	Beni Suef	Faculty of Pharmacy, Beni Suef	Faculty of Pharmacy, Beni Suef	faculty|pharmacy|beni|suef	faculty|pharmacy|beni|suef	1.0	False
654	60216981	Egypt	Cairo	60004782	Egypt	Cairo	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	faculty|pharmacy|cairo	faculty|pharmacy|cairo	1.0	False
655	60216981	Egypt	Cairo	60274265	Egypt	Cairo	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	faculty|pharmacy|cairo	faculty|pharmacy|cairo	1.0	False
656	60216981	Egypt	Cairo	60273371	Egypt	Cairo	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	faculty|pharmacy|cairo	faculty|pharmacy|cairo	1.0	False
657	60216981	Egypt	Cairo	60273712	Egypt	Cairo	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	faculty|pharmacy|cairo	faculty|pharmacy|cairo	1.0	False
658	60216981	Egypt	Cairo	60273709	Egypt	Cairo	Faculty of Pharmacy, Cairo	Faculty of Pharmacy, Cairo	faculty|pharmacy|cairo	faculty|pharmacy|cairo	1.0	False
659	60231617	Egypt	Mansoura	60273669	Egypt	Mansoura	Faculty of Engineering, Mansoura	Faculty of Engineering, Mansoura	faculty|engineering|mansoura	faculty|engineering|mansoura	1.0	False
660	60231631	Egypt	Mansoura	60273666	Egypt	Mansoura	Faculty of Pharmacy, Mansoura	Faculty of Pharmacy, Mansoura	faculty|pharmacy|mansoura	faculty|pharmacy|mansoura	1.0	False
661	60217037	Egypt	Cairo	60274982	Egypt	Cairo	Faculty of Education, Cairo	Faculty of Education, Cairo	faculty|education|cairo	faculty|education|cairo	1.0	False
662	60231702	Egypt	Mansoura	60278293	Egypt	Mansoura	Faculty of Arts, Mansoura	Faculty of Arts, Mansoura	faculty|arts|mansoura	faculty|arts|mansoura	1.0	False
663	60212168	Italy	Rome	60249933	Italy	Rome	Facoltà di Economia, Rome	Facoltà di Economia, Rome	facolt|di|economia|rome	facolt|di|economia|rome	1.0	False
664	60212168	Italy	Rome	60249933	Italy	Rome	Faculty of Economics, Rome	Faculty of Economics, Rome	faculty|economics|rome	faculty|economics|rome	1.0	False
665	60216969	Egypt	Cairo	60274951	Egypt	Cairo	Faculty of Science, Cairo	Faculty of Science, Cairo	faculty|science|cairo	faculty|science|cairo	1.0	False
666	60218563	Egypt	Beni Suef	60274071	Egypt	Beni Suef	Faculty of Physical Therapy, Beni Suef	Faculty of Physical Therapy, Beni Suef	faculty|physical|therapy|beni|suef	faculty|physical|therapy|beni|suef	1.0	False
667	60222522	Spain	Barcelona	60226627	Spain	Barcelona	Facultat d'Economia i Empresa, Barcelona	Facultat d'Economia i Empresa, Barcelona	facultat|d|economia|i|empresa|barcelona	facultat|d|economia|i|empresa|barcelona	1.0	False
668	60222522	Spain	Barcelona	60227731	Spain	Barcelona	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	faculty|economics|business|barcelona	faculty|economics|business|barcelona	1.0	False
669	60222522	Spain	Barcelona	60226627	Spain	Barcelona	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	faculty|economics|business|barcelona	faculty|economics|business|barcelona	1.0	False
670	60226627	Spain	Barcelona	60222522	Spain	Barcelona	Facultat d'Economia i Empresa, Barcelona	Facultat d'Economia i Empresa, Barcelona	facultat|d|economia|i|empresa|barcelona	facultat|d|economia|i|empresa|barcelona	1.0	False
671	60226627	Spain	Barcelona	60227731	Spain	Barcelona	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	faculty|economics|business|barcelona	faculty|economics|business|barcelona	1.0	False
672	60226627	Spain	Barcelona	60222522	Spain	Barcelona	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	faculty|economics|business|barcelona	faculty|economics|business|barcelona	1.0	False
673	60217011	Egypt	Cairo	60274950	Egypt	Cairo	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	faculty|dentistry|cairo	faculty|dentistry|cairo	1.0	False
674	60217011	Egypt	Cairo	60274267	Egypt	Cairo	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	faculty|dentistry|cairo	faculty|dentistry|cairo	1.0	False
675	60217011	Egypt	Cairo	60243207	Egypt	Cairo	Faculty of Dentistry, Cairo	Faculty of Dentistry, Cairo	faculty|dentistry|cairo	faculty|dentistry|cairo	1.0	False
676	60218526	Egypt	Beni Suef	60274066	Egypt	Beni Suef	Faculty of Engineering, Beni Suef	Faculty of Engineering, Beni Suef	faculty|engineering|beni|suef	faculty|engineering|beni|suef	1.0	False
677	60227731	Spain	Barcelona	60226627	Spain	Barcelona	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	faculty|economics|business|barcelona	faculty|economics|business|barcelona	1.0	False
678	60227731	Spain	Barcelona	60222522	Spain	Barcelona	Faculty of Economics and Business, Barcelona	Faculty of Economics and Business, Barcelona	faculty|economics|business|barcelona	faculty|economics|business|barcelona	1.0	False
679	60221948	Sweden	Orebro	60241529	Sweden	Orebro	Faculty of Business, Science and Engineering, Orebro	Faculty of Business, Science and Engineering, Orebro	faculty|business|science|engineering|orebro	faculty|business|science|engineering|orebro	1.0	False
